BA,11-13-1991,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA,12-15-1990,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA,12-7-1991,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA,2-16-1991,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA,3-7-1992,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA,4-19-1991,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA,5-13-1991,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA,7-12-1991,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA,9-9-1991,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA,11-4-1989,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,1-1-1982,46.5,45,NA,47.833333333333336,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,1-10-1989,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,NA,NA,NA,NA,NA,45,NA,44
DM,1-11-1991,43,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,40,NA,NA,NA
DM,1-11-1995,46,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,36,NA,NA
DM,1-12-1981,48,48,43,47.8,NA,NA,NA,NA,45,44,NA,49,42,NA,NA,47.857142857142854,NA,51.4,NA,NA,NA,NA,NA,NA
DM,1-12-2002,44,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,NA,NA,NA,NA,46.5,51,NA,NA
DM,1-13-1983,42,38,42.8,42.42857142857143,NA,NA,NA,NA,38,41,NA,NA,34.333333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,1-16-1980,43.666666666666664,40.8,44,46.166666666666664,NA,NA,NA,NA,43.75,42.666666666666664,NA,NA,NA,NA,NA,NA,40,45.25,38,44.666666666666664,NA,NA,47.5,46.666666666666664
DM,1-16-1999,48.333333333333336,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.714285714285715,NA,NA,NA,NA,42.22222222222222,44.666666666666664,NA,NA
DM,1-20-1985,37.22222222222222,35.6,42,34.42857142857143,NA,NA,NA,NA,36.5,NA,NA,36,35.5,NA,41,NA,30.666666666666668,NA,NA,NA,NA,NA,NA,NA
DM,1-21-2001,43,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,44.4,NA,NA,NA
DM,1-24-1982,39,NA,NA,NA,32.5,NA,38,NA,NA,NA,NA,NA,39,NA,47.714285714285715,45.166666666666664,NA,NA,NA,NA,NA,41,NA,36.333333333333336
DM,1-24-1988,42.666666666666664,42,40,NA,NA,NA,NA,NA,42.2,NA,NA,45,43.5,NA,39.4,NA,41.333333333333336,NA,NA,NA,NA,NA,NA,NA
DM,1-27-1996,27,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6,NA,NA,NA,NA,43.57142857142857,47.666666666666664,NA,NA
DM,1-29-1990,42.666666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,NA,NA
DM,1-31-1998,40.5,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,44,41.5,NA,NA
DM,1-6-1990,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA
DM,1-8-1992,51.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,NA,NA,NA,NA,41.5,35,NA,NA
DM,1-8-2000,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,47.5,42,NA,NA
DM,1-9-1978,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,43,NA,NA,38.333333333333336,NA,NA,NA
DM,10-10-1991,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.75,NA,NA,NA,NA,47,37,NA,NA
DM,10-12-1994,44,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,45,NA,NA,NA
DM,10-12-1996,33.5,44.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,NA,NA,NA,NA,41.333333333333336,35.75,NA,NA
DM,10-13-1985,43,43.333333333333336,37,49,NA,NA,NA,NA,43,NA,NA,44,40,NA,44.666666666666664,NA,44.666666666666664,NA,NA,NA,NA,NA,NA,NA
DM,10-13-2001,44,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,43.25,52,NA,NA
DM,10-15-1990,42.666666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,39,NA,NA
DM,10-15-1993,43.5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,56,NA,NA,NA
DM,10-16-1977,43.666666666666664,46.2,NA,NA,44.333333333333336,NA,41,NA,NA,42.4,NA,NA,46.5,NA,NA,NA,44.333333333333336,NA,NA,NA,NA,39,NA,NA
DM,10-16-1983,37,37,42,41.2,NA,NA,NA,NA,36.5,34,NA,NA,37,NA,35.6,39,NA,NA,NA,NA,NA,NA,NA,39.333333333333336
DM,10-21-1984,38,40,NA,32,NA,NA,NA,NA,40.666666666666664,NA,NA,38,36,NA,37.5,NA,39.666666666666664,NA,NA,NA,NA,NA,NA,NA
DM,10-23-1982,38.75,NA,41.5,44.36363636363637,NA,40.5,NA,42.5,NA,NA,NA,40.333333333333336,NA,41,NA,41.111111111111114,43.875,NA,43,NA,42.888888888888886,NA,42,NA
DM,10-24-1998,36,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,NA,NA,NA,NA,38.666666666666664,42.75,NA,NA
DM,10-25-1987,44.6,45,NA,NA,NA,NA,NA,NA,41.333333333333336,NA,NA,41.75,43,NA,39,NA,40.666666666666664,NA,NA,NA,NA,NA,NA,NA
DM,10-25-1997,39,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,NA,NA,NA,NA,44,43,NA,NA
DM,10-28-1995,52,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,50.5,51,NA,NA
DM,10-5-1986,51,53,NA,37.333333333333336,NA,NA,NA,NA,47,NA,NA,48,42.5,NA,42,NA,48.5,NA,NA,NA,NA,NA,NA,NA
DM,10-6-1978,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,10-8-1988,43.333333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,49,NA,NA
DM,10-8-1989,48,NA,NA,NA,NA,NA,NA,NA,42.4,40,NA,NA,NA,NA,NA,49,NA,48,NA,NA,NA,NA,NA,NA
DM,11-1-1994,32.5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.666666666666664,NA,NA,NA,NA,41.666666666666664,23,NA,NA
DM,11-10-1990,43,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,42,39,NA,NA
DM,11-12-1977,37.5,41.75,NA,NA,42,NA,39,NA,NA,38,NA,NA,43,NA,NA,NA,42,NA,NA,NA,NA,40,NA,NA
DM,11-13-1983,36,37,NA,41.6,NA,NA,NA,NA,37,33,NA,NA,35.5,NA,32.666666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,11-13-1991,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.25,NA,NA,NA,NA,NA,36,NA,NA
DM,11-13-1993,42,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.25,NA,NA,NA,NA,50.5,NA,NA,NA
DM,11-16-1986,38.75,46.333333333333336,NA,44.666666666666664,NA,NA,NA,NA,47.5,NA,NA,NA,45,NA,41.333333333333336,NA,43,NA,NA,NA,NA,NA,NA,NA
DM,11-16-1996,40,41.666666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,43.5,42,NA,NA
DM,11-17-1979,30,49.5,NA,35.6,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,27,36,NA,NA,48,NA,NA,52
DM,11-17-1985,43,44,NA,44.4,NA,NA,NA,NA,39.5,NA,NA,40.25,42,NA,41.6,NA,43,NA,NA,NA,NA,NA,NA,NA
DM,11-17-2001,42,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,46.5,50,NA,NA
DM,11-21-1998,38,40,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,40.6,NA,NA,NA,NA,41.285714285714285,43.75,NA,NA
DM,11-22-1982,39.75,38,NA,42.2,NA,NA,NA,NA,43.75,42.4,NA,34,35.666666666666664,NA,39.75,40.5,NA,NA,NA,NA,NA,NA,NA,NA
DM,11-22-1987,44.285714285714285,42.333333333333336,41,48,NA,NA,NA,NA,42.75,NA,NA,42,45.5,NA,36,NA,40,NA,NA,NA,NA,NA,NA,NA
DM,11-22-1997,41.5,43.5,NA,NA,NA,NA,NA,NA,45.857142857142854,NA,NA,39.666666666666664,42.666666666666664,NA,47,42.6,NA,42.666666666666664,NA,NA,45,41.666666666666664,NA,NA
DM,11-25-2000,40.5,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,44.5,NA,NA,NA
DM,11-4-1978,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,39.5,NA,40.333333333333336,39.666666666666664,NA,NA,NA,NA,44.5,NA,NA,NA
DM,11-4-1989,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,50,NA,NA
DM,11-5-1988,41.5,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA
DM,11-9-1980,39,41.666666666666664,46.5,47.5,45.2,43.5,NA,NA,43.5,43.666666666666664,NA,NA,41,NA,NA,45,47.5,43.5,42,NA,48,NA,NA,NA
DM,12-10-1977,38,44.2,NA,NA,38.333333333333336,NA,38.5,NA,NA,36,NA,NA,43,NA,NA,NA,44,NA,NA,NA,NA,45,NA,NA
DM,12-13-1988,45.6,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,44.5,NA,NA
DM,12-15-1986,45,44,NA,38,NA,NA,NA,NA,49,NA,NA,NA,46,NA,34.75,NA,45.5,NA,NA,NA,NA,NA,NA,NA
DM,12-15-1990,46.666666666666664,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.666666666666664,NA,NA,NA,NA,46,40,NA,NA
DM,12-15-2001,44,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,NA,NA,NA,NA,46.5,51,NA,NA
DM,12-18-1996,40.666666666666664,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.55555555555556,NA,NA,NA,NA,43.666666666666664,42.75,NA,NA
DM,12-2-1978,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,NA,41.25,39,NA,NA,NA,NA,40,42,NA,NA
DM,12-2-1995,49,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.333333333333336,NA,NA,NA,NA,44.333333333333336,44.5,NA,NA
DM,12-21-1995,50,39.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.75,NA,NA,NA,NA,49,50.333333333333336,NA,NA
DM,12-22-1998,39,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,NA,NA,NA,NA,41.5,42.333333333333336,NA,NA
DM,12-22-2000,41,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,45.833333333333336,NA,NA,NA
DM,12-28-1997,39,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.333333333333336,NA,NA,NA,NA,42.714285714285715,42,NA,NA
DM,12-31-1984,48,35,NA,33.333333333333336,NA,NA,NA,NA,36.25,NA,NA,35,38,NA,34.5,NA,32,NA,NA,NA,NA,NA,NA,NA
DM,12-4-1989,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,49.5,NA,NA
DM,12-4-1994,44.6,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,45,36,NA,NA
DM,12-7-1991,49,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,44,41,NA,NA
DM,12-8-1985,43.4,43.42857142857143,NA,44.25,NA,NA,NA,NA,42.5,NA,NA,41.25,41.142857142857146,NA,42,NA,44,NA,NA,NA,NA,NA,NA,NA
DM,12-9-1983,38,37,NA,41.333333333333336,NA,NA,NA,NA,36.25,39,NA,36,36.5,NA,34.666666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,2-1-1987,45,45,NA,50,NA,NA,NA,NA,48,NA,NA,46,45.25,NA,46.666666666666664,NA,48,NA,NA,NA,NA,NA,NA,NA
DM,2-1-1994,42.25,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA
DM,2-16-1991,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,NA,NA,NA,NA,40,NA,NA,NA
DM,2-17-1985,37.333333333333336,39.285714285714285,44,37.8,NA,NA,NA,NA,35,NA,NA,41,40,NA,36.5,NA,35.2,NA,32,NA,NA,NA,NA,NA
DM,2-20-1978,41,NA,NA,NA,41.333333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,46.333333333333336,47,NA,NA,NA,NA
DM,2-20-1999,44.5,50,NA,NA,NA,25,NA,47.333333333333336,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,42.833333333333336,45,NA,NA
DM,2-21-1988,42.5,NA,NA,NA,40,NA,45,NA,NA,48,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,46,NA,39
DM,2-24-1982,45.666666666666664,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,2-24-1990,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA
DM,2-24-1996,37,49.166666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.15384615384615,NA,NA,NA,NA,45.333333333333336,45.333333333333336,NA,NA
DM,2-25-1979,45.5,44,NA,NA,NA,NA,NA,NA,42.5,NA,NA,NA,NA,NA,NA,NA,43,41.5,NA,44,NA,NA,NA,NA
DM,2-25-1980,44.666666666666664,46.333333333333336,48,44.5,NA,NA,NA,NA,42.666666666666664,40,37,NA,46.5,44.5,38.5,42.666666666666664,45.5,44.8,44,47.5,NA,NA,NA,48.5
DM,2-27-1983,40.333333333333336,43,NA,45.875,NA,NA,40.333333333333336,NA,43.75,44.6,NA,NA,35,NA,NA,NA,45.666666666666664,43,NA,NA,NA,41,NA,NA
DM,2-4-1989,46.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,44,NA,40.5
DM,2-4-1995,46,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,44.5,NA,NA,NA,NA,48,36,NA,NA
DM,2-5-1984,40,36,37,44.25,NA,NA,NA,NA,40,42,NA,38,37.666666666666664,NA,35.666666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,2-5-2000,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,39,43.666666666666664,NA,NA
DM,2-6-1992,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,NA,NA,NA,NA,NA,38,NA,NA
DM,2-8-1997,39.333333333333336,47.666666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.23076923076923,NA,NA,NA,NA,45.55555555555556,38.857142857142854,NA,NA
DM,2-9-2002,47,46,50.333333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,47.75,46,NA,NA
DM,3-12-1989,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,NA,NA
DM,3-13-1978,47.5,NA,NA,NA,43.333333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2,NA,NA,NA,NA,NA
DM,3-13-1984,45,40.5,NA,49,NA,NA,NA,NA,39,45,NA,NA,43,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,3-13-1991,45.333333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2,NA,NA,NA,NA,43.5,NA,NA,NA
DM,3-13-2002,50,49.333333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,47.285714285714285,46.333333333333336,NA,NA
DM,3-14-1999,43,39,NA,NA,NA,NA,NA,48.25,NA,NA,NA,NA,NA,NA,NA,46.44444444444444,NA,NA,NA,NA,43.8,46.4,NA,NA
DM,3-15-1983,44.6,39.5,48,41.77777777777778,NA,NA,NA,NA,44.5,48,NA,NA,NA,NA,NA,NA,NA,43.25,NA,NA,NA,NA,NA,NA
DM,3-15-1997,50,49.888888888888886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.888888888888886,NA,NA,NA,NA,46.75,48.583333333333336,NA,NA
DM,3-17-1985,39.333333333333336,40,48,44,NA,NA,NA,NA,37.333333333333336,NA,NA,46.5,41.666666666666664,NA,43,NA,39.5,NA,43,NA,NA,NA,NA,NA
DM,3-17-1993,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,49.666666666666664,39,NA,NA
DM,3-2-1987,45.666666666666664,43.2,NA,45.5,NA,NA,NA,NA,47.666666666666664,NA,NA,46,45.833333333333336,NA,47,NA,48,NA,NA,NA,NA,NA,NA,NA
DM,3-20-1988,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,50.5,NA,NA,NA,45.333333333333336,NA,45.5
DM,3-23-1996,43,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.6,NA,NA,NA,NA,41.666666666666664,49.25,NA,NA
DM,3-24-2001,47,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,49.5,NA,NA,NA
DM,3-29-1990,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
DM,3-29-1998,44,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.111111111111114,NA,NA,NA,NA,44.81818181818182,46.333333333333336,NA,NA
DM,3-30-1982,45,NA,NA,40.27272727272727,NA,NA,NA,NA,44.8,48.833333333333336,NA,NA,NA,NA,NA,NA,48,47.8,NA,NA,54,NA,NA,NA
DM,3-4-1995,37.666666666666664,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,50.333333333333336,NA,NA,NA
DM,3-4-2000,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,42.666666666666664,NA,NA,NA
DM,3-7-1992,53,47,NA,NA,NA,NA,NA,NA,41.166666666666664,NA,NA,NA,49,NA,NA,41.5,NA,NA,NA,NA,46.5,37,NA,NA
DM,3-9-1980,45,45.733333333333334,NA,46,40,NA,45.5,NA,47.666666666666664,41.833333333333336,NA,45,47.8,NA,38,42.57142857142857,44.2,48,37,NA,49,50.4,NA,46.714285714285715
DM,3-9-1981,47,44.2,51.5,45,NA,NA,NA,NA,43.6,48,NA,NA,NA,NA,NA,42.25,NA,46.333333333333336,NA,NA,NA,NA,NA,NA
DM,3-9-1986,48,44.833333333333336,NA,42.5,NA,NA,NA,NA,44.5,NA,NA,NA,45,NA,43.333333333333336,NA,46.5,NA,NA,NA,NA,NA,NA,NA
DM,4-1-1995,47.666666666666664,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.333333333333336,NA,NA,NA,NA,44.666666666666664,NA,NA,NA
DM,4-10-1978,43,NA,NA,NA,45.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,47,41,NA,NA,NA,NA
DM,4-10-1984,44,41,NA,46,NA,NA,NA,NA,42,43,NA,NA,49,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM,4-10-1994,44.75,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,42.333333333333336,49.5,NA,NA
DM,4-12-1997,49,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.166666666666664,NA,NA,NA,NA,44.625,48,NA,NA
DM,4-13-1986,38.666666666666664,40.6,NA,46.2,NA,NA,NA,NA,45.5,NA,NA,NA,42.4,NA,45,NA,48.666666666666664,NA,NA,NA,NA,NA,NA,NA
DM,4-16-2002,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,50,45,NA,NA,NA,NA,NA,46,NA,NA
DM,4-17-1980,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,46.6,NA,NA,NA,NA,23,NA,NA,NA
DM,4-17-1983,44.5,41.666666666666664,NA,45.333333333333336,NA,NA,NA,NA,50,52,NA,NA,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
